T1	1908-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1908-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1908-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1908-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1908-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1908-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-1955 1956-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-2000 2001-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1907-2035 2036-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-1964 1965-2074 3681-3861 3935-4065 4153-4214 4344-4470
T1	1909-2032 2033-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2041 2042-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2042 2043-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2054 2055-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2054 2055-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2057 2058-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1909-2073 2074-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-1982 1983-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2026 2027-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2035 2036-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1906-2063 2064-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1905-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1905-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1905-2075 3682-3861 3935-4065 4153-4214 4344-4470
T1	1905-2075 3682-3683 3684-3861 3935-4065 4153-4214 4344-4470
T1	1905-2075 3682-3683 3684-3861 3935-4065 4153-4214 4344-4470
T1	1905-2075 3682-3683 3684-3861 3935-4065 4153-4214 4344-4470
T1	1905-2075 3682-3683 3684-3861 3935-4065 4153-4214 4344-4470
T1	1905-2075 3682-3685 3686-3861 3935-4065 4153-4214 4344-4470
T1	1910-2075 3682-3686 3687-3861 3935-4065 4153-4214 4344-4470
T1	1910-2075 3682-3686 3687-3861 3935-4065 4153-4214 4344-4470
T1	1910-2075 3682-3686 3687-3861 3935-4065 4153-4214 4344-4470
T1	1910-2075 3682-3689 3690-3861 3935-4065 4153-4214 4344-4470
T1	1910-2075 3682-3690 3691-3861 3935-4065 4153-4214 4344-4470
T1	1910-2075 3682-3690 3691-3861 3935-4065 4153-4214 4344-4470
T1	1910-2075 3682-3690 3691-3861 3935-4065 4153-4214 4344-4470
T1	1910-1943 1944-2075 3682-3691 3692-3861 3935-4065 4153-4214 4344-4470
T1	1910-2018 2019-2075 3682-3691 3692-3861 3935-4065 4153-4214 4344-4470
T1	1910-2043 2044-2075 3682-3691 3692-3861 3935-4065 4153-4214 4344-4470
T1	1905-2052 2053-2075 3682-3692 3693-3861 3935-4065 4153-4214 4344-4470
T1	1904-2075 3682-3692 3693-3861 3935-4065 4153-4214 4344-4470
T1	1904-2075 3682-3693 3694-3861 3935-4065 4153-4214 4344-4470
T1	1904-2075 3682-3693 3694-3861 3935-4065 4153-4214 4344-4470
T1	1904-2075 3682-3693 3694-3861 3935-4065 4153-4214 4344-4470
T1	1904-2006 2007-2075 3682-3694 3695-3861 3935-4065 4153-4214 4344-4470
T1	1904-2048 2049-2075 3682-3694 3695-3861 3935-4065 4153-4214 4344-4470
T1	1911-2075 3682-3694 3695-3861 3935-4065 4153-4214 4344-4470
T1	1911-2075 3682-3695 3696-3861 3935-4065 4153-4214 4344-4470
T1	1911-2075 3682-3696 3697-3861 3935-4065 4153-4214 4344-4470
T1	1911-2075 3682-3697 3698-3861 3935-4065 4153-4214 4344-4470
T1	1911-1978 1979-2075 3682-3697 3698-3861 3935-4065 4153-4214 4344-4470
T1	1905-2055 2057-2075 3682-3699 3700-3861 3935-4065 4153-4214 4344-4470
T1	1911-2056 2057-2075 3682-3699 3700-3861 3935-4065 4153-4214 4344-4470
T1	1911-2061 2062-2075 3682-3700 3701-3861 3935-4065 4153-4214 4344-4470
T1	1911-2064 2065-2075 3682-3700 3701-3861 3935-4065 4153-4214 4344-4470
T1	1903-2075 3682-3700 3701-3861 3935-4065 4153-4214 4344-4470
T1	1903-2075 3682-3700 3701-3861 3935-4065 4153-4214 4344-4470
T1	1903-2047 2048-2075 3682-3701 3702-3861 3935-4065 4153-4214 4344-4470
T1	1903-2048 2049-2075 3682-3702 3703-3861 3935-4065 4153-4214 4344-4470
