T1	1086-1170 1270-1394 9135-9257 10668-10776 16830-16886 17523-17573 20227-20311
T1	1086-1170 1270-1394 9135-9257 10668-10776 16830-16886 17523-17573 20227-20311
T1	1086-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1086-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1085-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1085-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1085-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1085-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1087-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1087-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1087-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1087-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1087-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1087-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1087-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1084-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1084-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1084-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1083-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1083-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1083-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1083-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
T1	1083-1170 1270-1394 9135-9257 10668-10778 16832-16886 17523-17573 20227-20311
